Orthogroup	111	GCF_017603965.1_ASM1760396v1_protein	GCF_022117535.1_ASM2211753v1_protein	GCF_900379835.1_GBBC_2088_protein	GCF_900380015.1_JVD-0051_protein	GCF_900380035.1_NCPPB_1822_protein	GCF_900380065.1_PD_2659_protein	GCF_900380085.1_PD_2662_protein	GCF_900380095.1_PD_2905_protein	GCF_900380115.1_PD_4314_protein	GCF_900380125.1_PD_3160_protein	GCF_900380135.1_PD_4932_protein	GCF_900380145.1_PD_4634_protein	GCF_900380235.1_PD_885_protein
OG0001559		WP_208588929.1	WP_208588929.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1	WP_002814041.1
OG0001560		WP_208588937.1	WP_208588937.1	WP_002814039.1	WP_002814039.1	WP_088061040.1	WP_002814039.1	WP_088061040.1	WP_002814039.1	WP_002814039.1	WP_002814039.1	WP_002814039.1	WP_002814039.1	WP_002814039.1
OG0001561		WP_208588939.1	WP_208588939.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1	WP_002814037.1
OG0001562		WP_208588940.1	WP_208588940.1	WP_172404501.1	WP_172404501.1	WP_172402146.1	WP_172404501.1	WP_172402146.1	WP_172404501.1	WP_172404501.1	WP_172404501.1	WP_172404501.1	WP_172404501.1	WP_172404501.1
OG0001563		WP_208588942.1	WP_208588942.1	WP_002814035.1	WP_002814035.1	WP_088061042.1	WP_002814035.1	WP_088061042.1	WP_002814035.1	WP_002814035.1	WP_002814035.1	WP_002814035.1	WP_002814035.1	WP_002814035.1
OG0001564		WP_208588944.1	WP_208588944.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1	WP_002814032.1
OG0001565		WP_208588946.1	WP_208588946.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1	WP_002814030.1
OG0001566		WP_208588947.1	WP_208588947.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1	WP_002814028.1
OG0001567		WP_208588949.1	WP_208588949.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1	WP_002814027.1
OG0001568		WP_208588953.1	WP_208588953.1	WP_231892762.1	WP_108834372.1	WP_088061051.1	WP_231892762.1	WP_088061051.1	WP_108834372.1	WP_231892762.1	WP_231892762.1	WP_231892762.1	WP_231892762.1	WP_231892762.1
OG0001569		WP_208588965.1	WP_208588965.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1	WP_002813997.1
OG0001570		WP_208588966.1	WP_208588966.1	WP_002813995.1	WP_002813995.1	WP_088061049.1	WP_002813995.1	WP_088061049.1	WP_002813995.1	WP_002813995.1	WP_002813995.1	WP_002813995.1	WP_002813995.1	WP_002813995.1
OG0001571		WP_208588967.1	WP_208588967.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1	WP_002813993.1
OG0001572		WP_208588968.1	WP_208588968.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1	WP_002813991.1
OG0001573		WP_208588970.1	WP_208588970.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1	WP_002813989.1
OG0001574		WP_208588972.1	WP_208588972.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1	WP_002813988.1
OG0001575		WP_208588973.1	WP_208588973.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1	WP_002813986.1
OG0001576		WP_208588974.1	WP_208588974.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1	WP_002813980.1
OG0001577		WP_208588975.1	WP_208588975.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1	WP_002813977.1
OG0001578		WP_208588976.1	WP_208588976.1	WP_002813974.1	WP_002813974.1	WP_088061050.1	WP_002813974.1	WP_088061050.1	WP_002813974.1	WP_002813974.1	WP_002813974.1	WP_002813974.1	WP_002813974.1	WP_002813974.1
OG0001579		WP_208588977.1	WP_208588977.1	WP_002813971.1	WP_002813971.1	WP_088061052.1	WP_002813971.1	WP_088061052.1	WP_002813971.1	WP_002813971.1	WP_002813971.1	WP_002813971.1	WP_002813971.1	WP_002813971.1
OG0001580		WP_208588980.1	WP_208588980.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1	WP_002813970.1
OG0001581		WP_208588982.1	WP_208588982.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1	WP_002813968.1
OG0001582		WP_208588983.1	WP_208588983.1	WP_002813966.1	WP_088061054.1	WP_088061054.1	WP_002813966.1	WP_088061054.1	WP_088061054.1	WP_002813966.1	WP_002813966.1	WP_002813966.1	WP_002813966.1	WP_002813966.1
OG0001583		WP_208588984.1	WP_208588984.1	WP_002813964.1	WP_108834374.1	WP_088061055.1	WP_002813964.1	WP_088061055.1	WP_108834374.1	WP_002813964.1	WP_002813964.1	WP_002813964.1	WP_002813964.1	WP_002813964.1
OG0001584		WP_208588985.1	WP_208588985.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1	WP_002813957.1
OG0001585		WP_208588989.1	WP_208588989.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1	WP_002813955.1
OG0001586		WP_208588990.1	WP_208588990.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1	WP_002813953.1
OG0001587		WP_208588992.1	WP_208588992.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1	WP_002813950.1
OG0001588		WP_208588994.1	WP_208588994.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1	WP_002813948.1
OG0001589		WP_208588996.1	WP_208588996.1	WP_040763014.1	WP_040763014.1	WP_088061056.1	WP_040763014.1	WP_088061056.1	WP_040763014.1	WP_040763014.1	WP_040763014.1	WP_040763014.1	WP_040763014.1	WP_040763014.1
OG0001590		WP_208588999.1	WP_208588999.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1	WP_002813943.1
OG0001591		WP_208589000.1	WP_208589000.1	WP_002811998.1	WP_002811998.1	WP_088056975.1	WP_088056975.1	WP_088056975.1	WP_002811998.1	WP_002811998.1	WP_002811998.1	WP_002811998.1	WP_088056975.1	WP_088056975.1
OG0001592		WP_208589004.1	WP_208589004.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1	WP_002811997.1
OG0001593		WP_208589006.1	WP_208589006.1	WP_002811995.1	WP_002811995.1	WP_088056974.1	WP_088056974.1	WP_088056974.1	WP_002811995.1	WP_002811995.1	WP_002811995.1	WP_002811995.1	WP_088056974.1	WP_088056974.1
OG0001594		WP_208589008.1	WP_208589008.1	WP_002811992.1	WP_002811992.1	WP_088056973.1	WP_088056973.1	WP_088056973.1	WP_002811992.1	WP_002811992.1	WP_002811992.1	WP_002811992.1	WP_088056973.1	WP_088056973.1
OG0001595		WP_208589009.1	WP_208589009.1	WP_040762918.1	WP_108834980.1	WP_088061908.1	WP_088056972.1	WP_088061908.1	WP_108834980.1	WP_040762918.1	WP_040762918.1	WP_040762918.1	WP_088056972.1	WP_088056972.1
OG0001596		WP_208589012.1	WP_208589012.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1	WP_002811988.1
OG0001597		WP_208589013.1	WP_208589013.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1	WP_002811987.1
OG0001598		WP_208589015.1	WP_208589015.1	WP_002811986.1	WP_002811986.1	WP_002811986.1	WP_088056971.1	WP_002811986.1	WP_002811986.1	WP_002811986.1	WP_002811986.1	WP_002811986.1	WP_088056971.1	WP_088056971.1
OG0001599		WP_208589017.1	WP_208589017.1	WP_002811984.1	WP_108834978.1	WP_088061906.1	WP_002811984.1	WP_088061906.1	WP_108834978.1	WP_002811984.1	WP_002811984.1	WP_002811984.1	WP_002811984.1	WP_002811984.1
OG0001600		WP_208589026.1	WP_208589026.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1	WP_040762916.1
OG0001601		WP_208589027.1	WP_208589027.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1	WP_002811978.1
OG0001602		WP_208589029.1	WP_208589029.1	WP_002811977.1	WP_002811977.1	WP_088061898.1	WP_002811977.1	WP_088061898.1	WP_002811977.1	WP_002811977.1	WP_002811977.1	WP_002811977.1	WP_002811977.1	WP_002811977.1
OG0001603		WP_208589035.1	WP_208589035.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1	WP_002811976.1
OG0001604		WP_208589036.1	WP_208589036.1	WP_002811974.1	WP_002811974.1	WP_088061896.1	WP_002811974.1	WP_088061896.1	WP_002811974.1	WP_002811974.1	WP_002811974.1	WP_002811974.1	WP_002811974.1	WP_002811974.1
OG0001605		WP_208589037.1	WP_208589037.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1	WP_002811972.1
OG0001606		WP_208589042.1	WP_208589042.1	WP_002811970.1	WP_002811970.1	WP_088061894.1	WP_002811970.1	WP_088061894.1	WP_002811970.1	WP_002811970.1	WP_002811970.1	WP_002811970.1	WP_002811970.1	WP_002811970.1
OG0001607		WP_208589044.1	WP_208589044.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1	WP_002811968.1
OG0001608		WP_208589045.1	WP_208589045.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1	WP_002811966.1
OG0001609		WP_208589046.1	WP_208589046.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1	WP_002811963.1
OG0001610		WP_208589047.1	WP_208589047.1	WP_040762914.1	WP_040762914.1	WP_088061892.1	WP_040762914.1	WP_088061892.1	WP_040762914.1	WP_040762914.1	WP_040762914.1	WP_040762914.1	WP_040762914.1	WP_040762914.1
OG0001611		WP_208589050.1	WP_208589050.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1	WP_002811956.1
OG0001612		WP_208589051.1	WP_208589051.1	WP_002811954.1	WP_002811954.1	WP_088061889.1	WP_002811954.1	WP_088061889.1	WP_002811954.1	WP_002811954.1	WP_002811954.1	WP_002811954.1	WP_002811954.1	WP_002811954.1
OG0001613		WP_208589053.1	WP_208589053.1	WP_002811952.1	WP_002811952.1	WP_088061887.1	WP_002811952.1	WP_088061887.1	WP_002811952.1	WP_002811952.1	WP_002811952.1	WP_002811952.1	WP_002811952.1	WP_002811952.1
OG0001614		WP_208589060.1	WP_208589060.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1	WP_002811950.1
OG0001615		WP_208589061.1	WP_208589061.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1	WP_002811948.1
OG0001616		WP_208589062.1	WP_208589062.1	WP_040762913.1	WP_040762913.1	WP_088061885.1	WP_040762913.1	WP_088061885.1	WP_040762913.1	WP_040762913.1	WP_040762913.1	WP_040762913.1	WP_040762913.1	WP_040762913.1
OG0001617		WP_208589063.1	WP_208589063.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1	WP_040762912.1
OG0001618		WP_208589066.1	WP_208589066.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1	WP_002811933.1
OG0001619		WP_208589067.1	WP_208589067.1	WP_002811932.1	WP_002811932.1	WP_088061883.1	WP_002811932.1	WP_088061883.1	WP_002811932.1	WP_002811932.1	WP_002811932.1	WP_002811932.1	WP_002811932.1	WP_002811932.1
OG0001620		WP_208589068.1	WP_208589068.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1	WP_002811929.1
OG0001621		WP_208589069.1	WP_208589069.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1	WP_002811927.1
OG0001622		WP_208589070.1	WP_208589070.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1	WP_002811926.1
OG0001623		WP_208589071.1	WP_208589071.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1	WP_002811925.1
OG0001624		WP_208589072.1	WP_208589072.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1	WP_002805044.1
OG0001625		WP_208589076.1	WP_208589076.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1	WP_002805040.1
OG0001626		WP_208589080.1	WP_208589080.1	WP_002805039.1	WP_002805039.1	WP_088061009.1	WP_002805039.1	WP_088061009.1	WP_002805039.1	WP_002805039.1	WP_002805039.1	WP_002805039.1	WP_002805039.1	WP_002805039.1
OG0001627		WP_208589081.1	WP_208589081.1	WP_002805038.1	WP_108835039.1	WP_002805038.1	WP_002805038.1	WP_002805038.1	WP_002805038.1	WP_002805038.1	WP_002805038.1	WP_002805038.1	WP_002805038.1	WP_002805038.1
OG0001628		WP_208589082.1	WP_208589082.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1	WP_002805036.1
OG0001629		WP_208589083.1	WP_208589083.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1	WP_002805033.1
OG0001630		WP_208589085.1	WP_208589085.1	WP_002805031.1	WP_108835033.1	WP_088061011.1	WP_002805031.1	WP_088061011.1	WP_108835033.1	WP_002805031.1	WP_002805031.1	WP_002805031.1	WP_002805031.1	WP_002805031.1
OG0001631		WP_208589087.1	WP_208589087.1	WP_002805030.1	WP_199912933.1	WP_002805030.1	WP_002805030.1	WP_002805030.1	WP_199912933.1	WP_002805030.1	WP_002805030.1	WP_002805030.1	WP_002805030.1	WP_002805030.1
OG0001632		WP_208589089.1	WP_208589089.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1	WP_065975057.1
OG0001633		WP_208589090.1	WP_208589090.1	WP_002805026.1	WP_002805026.1	WP_088061012.1	WP_002805026.1	WP_088061012.1	WP_002805026.1	WP_002805026.1	WP_002805026.1	WP_002805026.1	WP_002805026.1	WP_002805026.1
OG0001634		WP_208589105.1	WP_208589105.1	WP_002810933.1	WP_108835146.1	WP_088061014.1	WP_002810933.1	WP_088061014.1	WP_002810933.1	WP_002810933.1	WP_002810933.1	WP_002810933.1	WP_002810933.1	WP_002810933.1
OG0001635		WP_208589109.1	WP_208589109.1	WP_108796736.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1	WP_002810932.1
OG0001636		WP_208589113.1	WP_208589113.1	WP_231892680.1	WP_234408195.1	WP_234416453.1	WP_231892680.1	WP_244614081.1	WP_108834353.1	WP_040763030.1	WP_231892680.1	WP_231892680.1	WP_040763030.1	WP_231892680.1
OG0001637		WP_208589125.1	WP_208589125.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1	WP_002812403.1
OG0001638		WP_208589127.1	WP_208589127.1	WP_002812401.1	WP_002812401.1	WP_088061954.1	WP_002812401.1	WP_088061954.1	WP_002812401.1	WP_002812401.1	WP_002812401.1	WP_002812401.1	WP_002812401.1	WP_002812401.1
OG0001639		WP_208589128.1	WP_208589128.1	WP_108796726.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1	WP_002812399.1
OG0001640		WP_208589129.1	WP_208589129.1	WP_002812392.1	WP_002812392.1	WP_088062624.1	WP_002812392.1	WP_088062624.1	WP_002812392.1	WP_002812392.1	WP_002812392.1	WP_002812392.1	WP_002812392.1	WP_002812392.1
OG0001641		WP_208589130.1	WP_208589130.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1	WP_087946506.1
OG0001642		WP_208589133.1	WP_208589133.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1	WP_002812389.1
OG0001643		WP_208589134.1	WP_208589134.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1	WP_002812388.1
OG0001644		WP_208589136.1	WP_208589136.1	WP_082244325.1	WP_172404528.1	WP_162597217.1	WP_172404528.1	WP_162597217.1	WP_172404528.1	WP_082244325.1	WP_082244325.1	WP_082244325.1	WP_172404528.1	WP_172404528.1
OG0001645		WP_208589137.1	WP_208589137.1	WP_002812386.1	WP_088056989.1	WP_088056989.1	WP_088056989.1	WP_088056989.1	WP_088056989.1	WP_002812386.1	WP_002812386.1	WP_002812386.1	WP_088056989.1	WP_088056989.1
OG0001646		WP_208589138.1	WP_208589138.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1	WP_002812385.1
OG0001647		WP_208589139.1	WP_208589139.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1	WP_002812384.1
OG0001648		WP_208589140.1	WP_208589140.1	WP_040762955.1	WP_040762955.1	WP_088061947.1	WP_040762955.1	WP_088061947.1	WP_040762955.1	WP_040762955.1	WP_040762955.1	WP_040762955.1	WP_040762955.1	WP_040762955.1
OG0001649		WP_208589141.1	WP_208589141.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1	WP_002812377.1
OG0001650		WP_208589142.1	WP_208589142.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1	WP_002812373.1
OG0001651		WP_208589143.1	WP_208589143.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1	WP_002812370.1
OG0001652		WP_208589145.1	WP_208589145.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1	WP_002812368.1
OG0001653		WP_208589146.1	WP_208589146.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1	WP_002812360.1
OG0001654		WP_208589147.1	WP_208589147.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1	WP_002812359.1
OG0001655		WP_208589150.1	WP_208589150.1	WP_002812356.1	WP_088061945.1	WP_088061945.1	WP_002812356.1	WP_088061945.1	WP_088061945.1	WP_002812356.1	WP_002812356.1	WP_002812356.1	WP_002812356.1	WP_002812356.1
OG0001656		WP_208589155.1	WP_208589155.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1	WP_002812350.1
OG0001657		WP_208589157.1	WP_208589157.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1	WP_052032164.1
OG0001658		WP_208589160.1	WP_208589160.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1	WP_002812344.1
OG0001659		WP_208589161.1	WP_208589161.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1	WP_002812342.1
OG0001660		WP_208589162.1	WP_208589162.1	WP_002812340.1	WP_002812340.1	WP_002812340.1	WP_088056988.1	WP_002812340.1	WP_002812340.1	WP_002812340.1	WP_002812340.1	WP_002812340.1	WP_088056988.1	WP_088056988.1
OG0001661		WP_208589163.1	WP_208589163.1	WP_108796732.1	WP_002811923.1	WP_088061879.1	WP_088056966.1	WP_088061879.1	WP_002811923.1	WP_002811923.1	WP_002811923.1	WP_002811923.1	WP_088056966.1	WP_088056966.1
OG0001662		WP_208589166.1	WP_208589166.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1	WP_002811917.1
OG0001663		WP_208589167.1	WP_208589167.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1	WP_002811915.1
OG0001664		WP_208589169.1	WP_208589169.1	WP_002811914.1	WP_199912929.1	WP_172402131.1	WP_002811914.1	WP_172402131.1	WP_199912929.1	WP_002811914.1	WP_002811914.1	WP_002811914.1	WP_002811914.1	WP_002811914.1
OG0001665		WP_208589172.1	WP_208589172.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1	WP_002811909.1
